,day_hour,sum(dock_bikes),sum(free_bases),sum(total_bases),features,scaled_features,pca_features,PCA1,PCA2
556,2021-03-08 12h,22,6,30,"[22.0,6.0]","[7.38378378378378,-8.118918918918922]","[-10.968362340317407,-0.36350371271103743]",-10.968362340317407,-0.36350371271103743
557,2021-03-20 1h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
558,2021-03-22 23h,7,21,30,"[7.0,21.0]","[-7.61621621621622,6.881081081081078]","[10.242685719115798,-0.6658945532049998]",10.242685719115798,-0.6658945532049998
559,2021-03-31 10h,12,17,30,"[12.0,17.0]","[-2.6162162162162197,2.881081081081078]","[3.8894509959689687,0.13185763425762898]",3.8894509959689687,0.13185763425762898
560,2021-03-18 13h,14,16,30,"[14.0,16.0]","[-0.6162162162162197,1.8810810810810779]","[1.77842588470878,0.8691316536214655]",1.77842588470878,0.8691316536214655
561,2021-03-31 20h,25,5,30,"[25.0,5.0]","[10.38378378378378,-9.118918918918922]","[-13.776342692208903,1.0908849366503715]",-13.776342692208903,1.0908849366503715
562,2021-03-04 16h,18,11,30,"[18.0,11.0]","[3.3837837837837803,-3.118918918918922]","[-4.594968227804314,0.2528139704552137]",-4.594968227804314,0.2528139704552137
563,2021-03-06 17h,17,12,30,"[17.0,12.0]","[2.3837837837837803,-2.118918918918922]","[-3.1808983571754332,0.23265458108894976]",-3.1808983571754332,0.23265458108894976
564,2021-03-17 19h,11,18,30,"[11.0,18.0]","[-3.6162162162162197,3.881081081081078]","[5.303520866597848,0.1116982448913646]",5.303520866597848,0.1116982448913646
565,2021-03-20 13h,17,11,30,"[17.0,11.0]","[2.3837837837837803,-3.118918918918922]","[-3.8980129871730056,-0.46430065954235844]",-3.8980129871730056,-0.46430065954235844
566,2021-03-25 21h,19,10,30,"[19.0,10.0]","[4.38378378378378,-4.118918918918922]","[-6.009038098433194,0.27297335982147786]",-6.009038098433194,0.27297335982147786
567,2021-03-31 21h,26,4,30,"[26.0,4.0]","[11.38378378378378,-10.118918918918922]","[-15.190412562837784,1.1110443260166365]",-15.190412562837784,1.1110443260166365
568,2021-03-14 11h,18,12,30,"[18.0,12.0]","[3.3837837837837803,-2.118918918918922]","[-3.877853597806741,0.9497692110865219]",-3.877853597806741,0.9497692110865219
569,2021-03-20 23h,19,9,30,"[19.0,9.0]","[4.38378378378378,-5.118918918918922]","[-6.726152728430766,-0.42398188080983035]",-6.726152728430766,-0.42398188080983035
570,2021-03-01 9h,14,8,30,"[14.0,8.0]","[-0.6162162162162197,-6.118918918918922]","[-3.9584911552717985,-4.706510271429]",-3.9584911552717985,-4.706510271429
571,2021-03-09 7h,23,7,30,"[23.0,7.0]","[8.38378378378378,-7.118918918918922]","[-10.948202950951142,1.0505661579178431]",-10.948202950951142,1.0505661579178431
572,2021-03-10 10h,22,8,30,"[22.0,8.0]","[7.38378378378378,-6.118918918918922]","[-9.534133080322263,1.030406768551579]",-9.534133080322263,1.030406768551579
573,2021-03-17 2h,3,27,30,"[3.0,27.0]","[-11.61621621621622,12.881081081081078]","[17.333194461626462,0.6473783705925591]",17.333194461626462,0.6473783705925591
574,2021-03-17 21h,11,16,30,"[11.0,16.0]","[-3.6162162162162197,1.8810810810810779]","[3.8692916066027037,-1.2822122363712518]",3.8692916066027037,-1.2822122363712518
575,2021-03-19 22h,14,16,30,"[14.0,16.0]","[-0.6162162162162197,1.8810810810810779]","[1.77842588470878,0.8691316536214655]",1.77842588470878,0.8691316536214655
576,2021-03-21 8h,19,10,30,"[19.0,10.0]","[4.38378378378378,-4.118918918918922]","[-6.009038098433194,0.27297335982147786]",-6.009038098433194,0.27297335982147786
577,2021-03-25 4h,10,20,30,"[10.0,20.0]","[-4.61621621621622,5.881081081081078]","[7.434705367224302,0.7884940961564091]",7.434705367224302,0.7884940961564091
578,2021-03-27 20h,20,8,30,"[20.0,8.0]","[5.38378378378378,-6.118918918918922]","[-8.140222599059646,-0.40382249144356575]",-8.140222599059646,-0.40382249144356575
579,2021-03-30 21h,20,9,30,"[20.0,9.0]","[5.38378378378378,-5.118918918918922]","[-7.423107969062074,0.293132749187742]",-7.423107969062074,0.293132749187742
580,2021-03-19 5h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
581,2021-03-14 20h,19,10,30,"[19.0,10.0]","[4.38378378378378,-4.118918918918922]","[-6.009038098433194,0.27297335982147786]",-6.009038098433194,0.27297335982147786
582,2021-03-18 0h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
583,2021-03-18 19h,6,22,30,"[6.0,22.0]","[-8.61621621621622,7.881081081081078]","[11.656755589744678,-0.686053942571264]",11.656755589744678,-0.686053942571264
584,2021-03-22 7h,25,3,30,"[25.0,3.0]","[10.38378378378378,-11.118918918918922]","[-15.210571952204049,-0.30302554461224496]",-15.210571952204049,-0.30302554461224496
585,2021-03-23 15h,18,9,30,"[18.0,9.0]","[3.3837837837837803,-5.118918918918922]","[-6.029197487799458,-1.1410965108074027]",-6.029197487799458,-1.1410965108074027
586,2021-03-27 16h,17,11,30,"[17.0,11.0]","[2.3837837837837803,-3.118918918918922]","[-3.8980129871730056,-0.46430065954235844]",-3.8980129871730056,-0.46430065954235844
587,2021-03-02 13h,17,12,30,"[17.0,12.0]","[2.3837837837837803,-2.118918918918922]","[-3.1808983571754332,0.23265458108894976]",-3.1808983571754332,0.23265458108894976
588,2021-03-12 12h,10,20,30,"[10.0,20.0]","[-4.61621621621622,5.881081081081078]","[7.434705367224302,0.7884940961564091]",7.434705367224302,0.7884940961564091
589,2021-03-14 7h,14,16,30,"[14.0,16.0]","[-0.6162162162162197,1.8810810810810779]","[1.77842588470878,0.8691316536214655]",1.77842588470878,0.8691316536214655
590,2021-03-18 4h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
591,2021-03-22 15h,18,10,30,"[18.0,10.0]","[3.3837837837837803,-4.118918918918922]","[-5.312082857801886,-0.4441412701760945]",-5.312082857801886,-0.4441412701760945
592,2021-03-21 4h,18,10,30,"[18.0,10.0]","[3.3837837837837803,-4.118918918918922]","[-5.312082857801886,-0.4441412701760945]",-5.312082857801886,-0.4441412701760945
593,2021-03-28 13h,24,4,30,"[24.0,4.0]","[9.38378378378378,-10.118918918918922]","[-13.796502081575168,-0.3231849339785091]",-13.796502081575168,-0.3231849339785091
594,2021-03-31 9h,11,18,30,"[11.0,18.0]","[-3.6162162162162197,3.881081081081078]","[5.303520866597848,0.1116982448913646]",5.303520866597848,0.1116982448913646
595,2021-03-02 12h,19,10,30,"[19.0,10.0]","[4.38378378378378,-4.118918918918922]","[-6.009038098433194,0.27297335982147786]",-6.009038098433194,0.27297335982147786
596,2021-03-13 16h,13,16,30,"[13.0,16.0]","[-1.6162162162162197,1.8810810810810779]","[2.475381125340088,0.15201702362389313]",2.475381125340088,0.15201702362389313
597,2021-03-28 20h,26,1,30,"[26.0,1.0]","[11.38378378378378,-13.118918918918922]","[-17.341756452830502,-0.9798213958772877]",-17.341756452830502,-0.9798213958772877
598,2021-03-10 16h,10,19,30,"[10.0,19.0]","[-4.61621621621622,4.881081081081078]","[6.717590737226729,0.09153885552510044]",6.717590737226729,0.09153885552510044
599,2021-03-16 21h,4,26,30,"[4.0,26.0]","[-10.61621621621622,11.881081081081078]","[15.919124590997583,0.6675377599588241]",15.919124590997583,0.6675377599588241
600,2021-03-24 22h,12,17,30,"[12.0,17.0]","[-2.6162162162162197,2.881081081081078]","[3.8894509959689687,0.13185763425762898]",3.8894509959689687,0.13185763425762898
601,2021-03-06 19h,18,11,30,"[18.0,11.0]","[3.3837837837837803,-3.118918918918922]","[-4.594968227804314,0.2528139704552137]",-4.594968227804314,0.2528139704552137
602,2021-03-25 7h,13,17,30,"[13.0,17.0]","[-1.6162162162162197,2.881081081081078]","[3.1924957553376605,0.8489722642552013]",3.1924957553376605,0.8489722642552013
603,2021-03-27 13h,26,2,30,"[26.0,2.0]","[11.38378378378378,-12.118918918918922]","[-16.624641822832928,-0.2828661552459799]",-16.624641822832928,-0.2828661552459799
604,2021-03-28 6h,15,13,30,"[15.0,13.0]","[0.3837837837837803,-1.1189189189189221]","[-1.0698732459152451,-0.5046194382748866]",-1.0698732459152451,-0.5046194382748866
605,2021-03-13 4h,4,25,30,"[4.0,25.0]","[-10.61621621621622,10.881081081081078]","[15.20200996100001,-0.02941748067248451]",15.20200996100001,-0.02941748067248451
606,2021-03-27 11h,18,8,30,"[18.0,8.0]","[3.3837837837837803,-6.118918918918922]","[-6.74631211779703,-1.8380517514387105]",-6.74631211779703,-1.8380517514387105
607,2021-03-08 22h,18,9,30,"[18.0,9.0]","[3.3837837837837803,-5.118918918918922]","[-6.029197487799458,-1.1410965108074027]",-6.029197487799458,-1.1410965108074027
608,2021-03-12 13h,11,19,30,"[11.0,19.0]","[-3.6162162162162197,4.881081081081078]","[6.020635496595421,0.8086534855226728]",6.020635496595421,0.8086534855226728
609,2021-03-30 7h,13,16,30,"[13.0,16.0]","[-1.6162162162162197,1.8810810810810779]","[2.475381125340088,0.15201702362389313]",2.475381125340088,0.15201702362389313
610,2021-03-03 11h,13,17,30,"[13.0,17.0]","[-1.6162162162162197,2.881081081081078]","[3.1924957553376605,0.8489722642552013]",3.1924957553376605,0.8489722642552013
611,2021-03-11 2h,4,26,30,"[4.0,26.0]","[-10.61621621621622,11.881081081081078]","[15.919124590997583,0.6675377599588241]",15.919124590997583,0.6675377599588241
612,2021-03-16 9h,14,16,30,"[14.0,16.0]","[-0.6162162162162197,1.8810810810810779]","[1.77842588470878,0.8691316536214655]",1.77842588470878,0.8691316536214655
613,2021-03-16 22h,2,27,30,"[2.0,27.0]","[-12.61621621621622,12.881081081081078]","[18.030149702257773,-0.06973625940501194]",18.030149702257773,-0.06973625940501194
614,2021-03-21 23h,23,5,30,"[23.0,5.0]","[8.38378378378378,-9.118918918918922]","[-12.382432210946288,-0.3433443233447733]",-12.382432210946288,-0.3433443233447733
615,2021-03-29 0h,21,6,30,"[21.0,6.0]","[6.38378378378378,-8.118918918918922]","[-10.2714070996861,-1.0806183427086093]",-10.2714070996861,-1.0806183427086093
616,2021-03-29 16h,25,3,30,"[25.0,3.0]","[10.38378378378378,-11.118918918918922]","[-15.210571952204049,-0.30302554461224496]",-15.210571952204049,-0.30302554461224496
617,2021-03-01 6h,8,15,30,"[8.0,15.0]","[-6.61621621621622,0.8810810810810779]","[5.243042698499055,-4.130511366995277]",5.243042698499055,-4.130511366995277
618,2021-03-03 2h,3,26,30,"[3.0,26.0]","[-11.61621621621622,11.881081081081078]","[16.61607983162889,-0.049576870038748666]",16.61607983162889,-0.049576870038748666
619,2021-03-08 11h,21,7,30,"[21.0,7.0]","[6.38378378378378,-7.118918918918922]","[-9.554292469688527,-0.3836631020773016]",-9.554292469688527,-0.3836631020773016
620,2021-03-15 6h,11,18,30,"[11.0,18.0]","[-3.6162162162162197,3.881081081081078]","[5.303520866597848,0.1116982448913646]",5.303520866597848,0.1116982448913646
621,2021-03-22 11h,25,3,30,"[25.0,3.0]","[10.38378378378378,-11.118918918918922]","[-15.210571952204049,-0.30302554461224496]",-15.210571952204049,-0.30302554461224496
622,2021-03-15 5h,10,19,30,"[10.0,19.0]","[-4.61621621621622,4.881081081081078]","[6.717590737226729,0.09153885552510044]",6.717590737226729,0.09153885552510044
623,2021-03-17 11h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
624,2021-03-20 2h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
625,2021-03-21 10h,20,9,30,"[20.0,9.0]","[5.38378378378378,-5.118918918918922]","[-7.423107969062074,0.293132749187742]",-7.423107969062074,0.293132749187742
626,2021-03-26 2h,13,15,30,"[13.0,15.0]","[-1.6162162162162197,0.8810810810810779]","[1.7582664953425156,-0.544938217007415]",1.7582664953425156,-0.544938217007415
627,2021-03-04 19h,17,13,30,"[17.0,13.0]","[2.3837837837837803,-1.1189189189189221]","[-2.4637837271778613,0.9296098217202581]",-2.4637837271778613,0.9296098217202581
628,2021-03-12 6h,6,24,30,"[6.0,24.0]","[-8.61621621621622,9.881081081081078]","[13.090984849739822,0.7078565386913525]",13.090984849739822,0.7078565386913525
629,2021-03-02 0h,6,19,30,"[6.0,19.0]","[-8.61621621621622,4.881081081081078]","[9.505411699751962,-2.776919664465189]",9.505411699751962,-2.776919664465189
630,2021-03-04 11h,18,12,30,"[18.0,12.0]","[3.3837837837837803,-2.118918918918922]","[-3.877853597806741,0.9497692110865219]",-3.877853597806741,0.9497692110865219
631,2021-03-13 18h,17,12,30,"[17.0,12.0]","[2.3837837837837803,-2.118918918918922]","[-3.1808983571754332,0.23265458108894976]",-3.1808983571754332,0.23265458108894976
632,2021-03-19 21h,19,10,30,"[19.0,10.0]","[4.38378378378378,-4.118918918918922]","[-6.009038098433194,0.27297335982147786]",-6.009038098433194,0.27297335982147786
633,2021-03-26 3h,13,15,30,"[13.0,15.0]","[-1.6162162162162197,0.8810810810810779]","[1.7582664953425156,-0.544938217007415]",1.7582664953425156,-0.544938217007415
634,2021-03-28 12h,24,4,30,"[24.0,4.0]","[9.38378378378378,-10.118918918918922]","[-13.796502081575168,-0.3231849339785091]",-13.796502081575168,-0.3231849339785091
635,2021-03-10 6h,18,12,30,"[18.0,12.0]","[3.3837837837837803,-2.118918918918922]","[-3.877853597806741,0.9497692110865219]",-3.877853597806741,0.9497692110865219
636,2021-03-13 11h,6,23,30,"[6.0,23.0]","[-8.61621621621622,8.881081081081078]","[12.373870219742251,0.010901298060043807]",12.373870219742251,0.010901298060043807
637,2021-03-20 6h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
638,2021-03-22 8h,26,2,30,"[26.0,2.0]","[11.38378378378378,-12.118918918918922]","[-16.624641822832928,-0.2828661552459799]",-16.624641822832928,-0.2828661552459799
639,2021-03-04 2h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
640,2021-03-10 1h,18,11,30,"[18.0,11.0]","[3.3837837837837803,-3.118918918918922]","[-4.594968227804314,0.2528139704552137]",-4.594968227804314,0.2528139704552137
641,2021-03-15 23h,6,22,30,"[6.0,22.0]","[-8.61621621621622,7.881081081081078]","[11.656755589744678,-0.686053942571264]",11.656755589744678,-0.686053942571264
642,2021-03-18 16h,11,19,30,"[11.0,19.0]","[-3.6162162162162197,4.881081081081078]","[6.020635496595421,0.8086534855226728]",6.020635496595421,0.8086534855226728
643,2021-03-02 17h,15,14,30,"[15.0,14.0]","[0.3837837837837803,-0.11891891891892215]","[-0.35275861591767266,0.19233580235642153]",-0.35275861591767266,0.19233580235642153
644,2021-03-10 22h,6,24,30,"[6.0,24.0]","[-8.61621621621622,9.881081081081078]","[13.090984849739822,0.7078565386913525]",13.090984849739822,0.7078565386913525
645,2021-03-23 21h,24,6,30,"[24.0,6.0]","[9.38378378378378,-8.118918918918922]","[-12.362272821580024,1.0707255472841073]",-12.362272821580024,1.0707255472841073
646,2021-03-24 0h,17,13,30,"[17.0,13.0]","[2.3837837837837803,-1.1189189189189221]","[-2.4637837271778613,0.9296098217202581]",-2.4637837271778613,0.9296098217202581
647,2021-03-27 9h,15,13,30,"[15.0,13.0]","[0.3837837837837803,-1.1189189189189221]","[-1.0698732459152451,-0.5046194382748866]",-1.0698732459152451,-0.5046194382748866
648,2021-03-13 9h,4,25,30,"[4.0,25.0]","[-10.61621621621622,10.881081081081078]","[15.20200996100001,-0.02941748067248451]",15.20200996100001,-0.02941748067248451
649,2021-03-14 18h,19,10,30,"[19.0,10.0]","[4.38378378378378,-4.118918918918922]","[-6.009038098433194,0.27297335982147786]",-6.009038098433194,0.27297335982147786
650,2021-03-05 10h,19,11,30,"[19.0,11.0]","[4.38378378378378,-3.118918918918922]","[-5.291923468435622,0.9699286004527861]",-5.291923468435622,0.9699286004527861
651,2021-03-05 11h,17,13,30,"[17.0,13.0]","[2.3837837837837803,-1.1189189189189221]","[-2.4637837271778613,0.9296098217202581]",-2.4637837271778613,0.9296098217202581
652,2021-03-06 20h,19,9,30,"[19.0,9.0]","[4.38378378378378,-5.118918918918922]","[-6.726152728430766,-0.42398188080983035]",-6.726152728430766,-0.42398188080983035
653,2021-03-06 23h,2,28,30,"[2.0,28.0]","[-12.61621621621622,13.881081081081078]","[18.747264332255344,0.6272189812262958]",18.747264332255344,0.6272189812262958
654,2021-03-20 17h,22,6,30,"[22.0,6.0]","[7.38378378378378,-8.118918918918922]","[-10.968362340317407,-0.36350371271103743]",-10.968362340317407,-0.36350371271103743
655,2021-03-20 22h,25,4,30,"[25.0,4.0]","[10.38378378378378,-10.118918918918922]","[-14.493457322206476,0.3939296960190637]",-14.493457322206476,0.3939296960190637
656,2021-03-29 4h,21,6,30,"[21.0,6.0]","[6.38378378378378,-8.118918918918922]","[-10.2714070996861,-1.0806183427086093]",-10.2714070996861,-1.0806183427086093
657,2021-03-27 8h,15,13,30,"[15.0,13.0]","[0.3837837837837803,-1.1189189189189221]","[-1.0698732459152451,-0.5046194382748866]",-1.0698732459152451,-0.5046194382748866
658,2021-03-21 2h,18,10,30,"[18.0,10.0]","[3.3837837837837803,-4.118918918918922]","[-5.312082857801886,-0.4441412701760945]",-5.312082857801886,-0.4441412701760945
659,2021-03-21 21h,24,4,30,"[24.0,4.0]","[9.38378378378378,-10.118918918918922]","[-13.796502081575168,-0.3231849339785091]",-13.796502081575168,-0.3231849339785091
660,2021-03-25 20h,24,5,30,"[24.0,5.0]","[9.38378378378378,-9.118918918918922]","[-13.079387451577595,0.37377030665279865]",-13.079387451577595,0.37377030665279865
661,2021-03-04 22h,18,12,30,"[18.0,12.0]","[3.3837837837837803,-2.118918918918922]","[-3.877853597806741,0.9497692110865219]",-3.877853597806741,0.9497692110865219
662,2021-03-05 2h,11,19,30,"[11.0,19.0]","[-3.6162162162162197,4.881081081081078]","[6.020635496595421,0.8086534855226728]",6.020635496595421,0.8086534855226728
663,2021-03-07 1h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
664,2021-03-11 12h,6,22,30,"[6.0,22.0]","[-8.61621621621622,7.881081081081078]","[11.656755589744678,-0.686053942571264]",11.656755589744678,-0.686053942571264
