,day_hour,sum(dock_bikes),sum(free_bases),sum(total_bases),features,scaled_features,pca_features,PCA1,PCA2
235,2021-03-07 20h,28,2,30,"[28.0,2.0]","[13.38378378378378,-12.118918918918922]","[-18.018552304095543,1.151363104749164]",-18.018552304095543,1.151363104749164
236,2021-03-14 23h,10,19,30,"[10.0,19.0]","[-4.61621621621622,4.881081081081078]","[6.717590737226729,0.09153885552510044]",6.717590737226729,0.09153885552510044
237,2021-03-15 12h,23,6,30,"[23.0,6.0]","[8.38378378378378,-8.118918918918922]","[-11.665317580948715,0.3536109172865354]",-11.665317580948715,0.3536109172865354
238,2021-03-29 1h,21,6,30,"[21.0,6.0]","[6.38378378378378,-8.118918918918922]","[-10.2714070996861,-1.0806183427086093]",-10.2714070996861,-1.0806183427086093
239,2021-03-02 4h,14,13,30,"[14.0,13.0]","[-0.6162162162162197,-1.1189189189189221]","[-0.3729180052839371,-1.221734068272459]",-0.3729180052839371,-1.221734068272459
240,2021-03-03 4h,3,26,30,"[3.0,26.0]","[-11.61621621621622,11.881081081081078]","[16.61607983162889,-0.049576870038748666]",16.61607983162889,-0.049576870038748666
241,2021-03-08 7h,15,14,30,"[15.0,14.0]","[0.3837837837837803,-0.11891891891892215]","[-0.35275861591767266,0.19233580235642153]",-0.35275861591767266,0.19233580235642153
242,2021-03-11 19h,22,8,30,"[22.0,8.0]","[7.38378378378378,-6.118918918918922]","[-9.534133080322263,1.030406768551579]",-9.534133080322263,1.030406768551579
243,2021-03-22 12h,24,4,30,"[24.0,4.0]","[9.38378378378378,-10.118918918918922]","[-13.796502081575168,-0.3231849339785091]",-13.796502081575168,-0.3231849339785091
244,2021-03-25 2h,9,20,30,"[9.0,20.0]","[-5.61621621621622,5.881081081081078]","[8.13166060785561,0.07137946615883717]",8.13166060785561,0.07137946615883717
245,2021-03-02 6h,15,12,30,"[15.0,12.0]","[0.3837837837837803,-2.118918918918922]","[-1.7869878759128175,-1.201574678906195]",-1.7869878759128175,-1.201574678906195
246,2021-03-03 19h,14,16,30,"[14.0,16.0]","[-0.6162162162162197,1.8810810810810779]","[1.77842588470878,0.8691316536214655]",1.77842588470878,0.8691316536214655
247,2021-03-07 0h,4,26,30,"[4.0,26.0]","[-10.61621621621622,11.881081081081078]","[15.919124590997583,0.6675377599588241]",15.919124590997583,0.6675377599588241
248,2021-03-12 8h,6,24,30,"[6.0,24.0]","[-8.61621621621622,9.881081081081078]","[13.090984849739822,0.7078565386913525]",13.090984849739822,0.7078565386913525
249,2021-03-18 10h,13,17,30,"[13.0,17.0]","[-1.6162162162162197,2.881081081081078]","[3.1924957553376605,0.8489722642552013]",3.1924957553376605,0.8489722642552013
250,2021-03-03 12h,16,14,30,"[16.0,14.0]","[1.3837837837837803,-0.11891891891892215]","[-1.0497138565489805,0.9094504323539939]",-1.0497138565489805,0.9094504323539939
251,2021-03-05 9h,17,13,30,"[17.0,13.0]","[2.3837837837837803,-1.1189189189189221]","[-2.4637837271778613,0.9296098217202581]",-2.4637837271778613,0.9296098217202581
252,2021-03-07 16h,20,10,30,"[20.0,10.0]","[5.38378378378378,-4.118918918918922]","[-6.705993339064502,0.9900879898190502]",-6.705993339064502,0.9900879898190502
253,2021-03-25 8h,15,15,30,"[15.0,15.0]","[0.3837837837837803,0.8810810810810779]","[0.36435601407989965,0.8892910429877298]",0.36435601407989965,0.8892910429877298
254,2021-03-27 12h,23,5,30,"[23.0,5.0]","[8.38378378378378,-9.118918918918922]","[-12.382432210946288,-0.3433443233447733]",-12.382432210946288,-0.3433443233447733
255,2021-03-05 12h,18,12,30,"[18.0,12.0]","[3.3837837837837803,-2.118918918918922]","[-3.877853597806741,0.9497692110865219]",-3.877853597806741,0.9497692110865219
256,2021-03-07 15h,22,7,30,"[22.0,7.0]","[7.38378378378378,-7.118918918918922]","[-10.251247710319834,0.33345152792027033]",-10.251247710319834,0.33345152792027033
257,2021-03-12 23h,5,24,30,"[5.0,24.0]","[-9.61621621621622,9.881081081081078]","[13.78794009037113,-0.009258091306219463]",13.78794009037113,-0.009258091306219463
258,2021-03-13 0h,4,25,30,"[4.0,25.0]","[-10.61621621621622,10.881081081081078]","[15.20200996100001,-0.02941748067248451]",15.20200996100001,-0.02941748067248451
259,2021-03-26 6h,14,14,30,"[14.0,14.0]","[-0.6162162162162197,-0.11891891891892215]","[0.3441966247136353,-0.5247788276411508]",0.3441966247136353,-0.5247788276411508
260,2021-03-30 1h,12,17,30,"[12.0,17.0]","[-2.6162162162162197,2.881081081081078]","[3.8894509959689687,0.13185763425762898]",3.8894509959689687,0.13185763425762898
261,2021-03-25 23h,13,15,30,"[13.0,15.0]","[-1.6162162162162197,0.8810810810810779]","[1.7582664953425156,-0.544938217007415]",1.7582664953425156,-0.544938217007415
262,2021-03-04 13h,22,8,30,"[22.0,8.0]","[7.38378378378378,-6.118918918918922]","[-9.534133080322263,1.030406768551579]",-9.534133080322263,1.030406768551579
263,2021-03-06 11h,11,18,30,"[11.0,18.0]","[-3.6162162162162197,3.881081081081078]","[5.303520866597848,0.1116982448913646]",5.303520866597848,0.1116982448913646
264,2021-03-11 3h,4,26,30,"[4.0,26.0]","[-10.61621621621622,11.881081081081078]","[15.919124590997583,0.6675377599588241]",15.919124590997583,0.6675377599588241
265,2021-03-15 16h,14,15,30,"[14.0,15.0]","[-0.6162162162162197,0.8810810810810779]","[1.0613112547112076,0.1721764129901574]",1.0613112547112076,0.1721764129901574
266,2021-03-17 15h,7,22,30,"[7.0,22.0]","[-7.61621621621622,7.881081081081078]","[10.95980034911337,0.031060687426308853]",10.95980034911337,0.031060687426308853
267,2021-03-29 3h,21,6,30,"[21.0,6.0]","[6.38378378378378,-8.118918918918922]","[-10.2714070996861,-1.0806183427086093]",-10.2714070996861,-1.0806183427086093
268,2021-03-27 1h,14,13,30,"[14.0,13.0]","[-0.6162162162162197,-1.1189189189189221]","[-0.3729180052839371,-1.221734068272459]",-0.3729180052839371,-1.221734068272459
269,2021-03-14 17h,20,9,30,"[20.0,9.0]","[5.38378378378378,-5.118918918918922]","[-7.423107969062074,0.293132749187742]",-7.423107969062074,0.293132749187742
270,2021-03-19 15h,18,10,30,"[18.0,10.0]","[3.3837837837837803,-4.118918918918922]","[-5.312082857801886,-0.4441412701760945]",-5.312082857801886,-0.4441412701760945
271,2021-03-21 6h,19,10,30,"[19.0,10.0]","[4.38378378378378,-4.118918918918922]","[-6.009038098433194,0.27297335982147786]",-6.009038098433194,0.27297335982147786
272,2021-03-26 17h,17,10,30,"[17.0,10.0]","[2.3837837837837803,-4.118918918918922]","[-4.615127617170578,-1.1612559001736666]",-4.615127617170578,-1.1612559001736666
273,2021-03-28 14h,25,1,30,"[25.0,1.0]","[10.38378378378378,-13.118918918918922]","[-16.64480121219919,-1.6969360258748605]",-16.64480121219919,-1.6969360258748605
274,2021-03-31 17h,19,11,30,"[19.0,11.0]","[4.38378378378378,-3.118918918918922]","[-5.291923468435622,0.9699286004527861]",-5.291923468435622,0.9699286004527861
275,2021-03-21 18h,28,0,30,"[28.0,0.0]","[13.38378378378378,-14.118918918918922]","[-19.45278156409069,-0.24254737651345337]",-19.45278156409069,-0.24254737651345337
276,2021-03-27 17h,20,8,30,"[20.0,8.0]","[5.38378378378378,-6.118918918918922]","[-8.140222599059646,-0.40382249144356575]",-8.140222599059646,-0.40382249144356575
277,2021-03-30 23h,8,20,30,"[8.0,20.0]","[-6.61621621621622,5.881081081081078]","[8.828615848486917,-0.6457351638387356]",8.828615848486917,-0.6457351638387356
278,2021-03-06 7h,6,22,30,"[6.0,22.0]","[-8.61621621621622,7.881081081081078]","[11.656755589744678,-0.686053942571264]",11.656755589744678,-0.686053942571264
279,2021-03-11 11h,5,23,30,"[5.0,23.0]","[-9.61621621621622,8.881081081081078]","[13.070825460373559,-0.7062133319375281]",13.070825460373559,-0.7062133319375281
280,2021-03-13 7h,4,25,30,"[4.0,25.0]","[-10.61621621621622,10.881081081081078]","[15.20200996100001,-0.02941748067248451]",15.20200996100001,-0.02941748067248451
281,2021-03-27 7h,14,14,30,"[14.0,14.0]","[-0.6162162162162197,-0.11891891891892215]","[0.3441966247136353,-0.5247788276411508]",0.3441966247136353,-0.5247788276411508
282,2021-03-01 13h,10,11,30,"[10.0,11.0]","[-4.61621621621622,-3.118918918918922]","[0.9806736972461505,-5.484103069525365]",0.9806736972461505,-5.484103069525365
283,2021-03-02 5h,15,12,30,"[15.0,12.0]","[0.3837837837837803,-2.118918918918922]","[-1.7869878759128175,-1.201574678906195]",-1.7869878759128175,-1.201574678906195
284,2021-03-09 0h,20,7,30,"[20.0,7.0]","[5.38378378378378,-7.118918918918922]","[-8.857337229057219,-1.1007777320748744]",-8.857337229057219,-1.1007777320748744
285,2021-03-09 8h,24,6,30,"[24.0,6.0]","[9.38378378378378,-8.118918918918922]","[-12.362272821580024,1.0707255472841073]",-12.362272821580024,1.0707255472841073
286,2021-03-15 15h,16,13,30,"[16.0,13.0]","[1.3837837837837803,-1.1189189189189221]","[-1.7668284865465531,0.21249519172268572]",-1.7668284865465531,0.21249519172268572
287,2021-03-15 17h,12,17,30,"[12.0,17.0]","[-2.6162162162162197,2.881081081081078]","[3.8894509959689687,0.13185763425762898]",3.8894509959689687,0.13185763425762898
288,2021-03-18 17h,13,17,30,"[13.0,17.0]","[-1.6162162162162197,2.881081081081078]","[3.1924957553376605,0.8489722642552013]",3.1924957553376605,0.8489722642552013
289,2021-03-31 2h,6,23,30,"[6.0,23.0]","[-8.61621621621622,8.881081081081078]","[12.373870219742251,0.010901298060043807]",12.373870219742251,0.010901298060043807
290,2021-03-18 20h,9,18,30,"[9.0,18.0]","[-5.61621621621622,3.881081081081078]","[6.697431347860465,-1.3225310151037797]",6.697431347860465,-1.3225310151037797
291,2021-03-19 18h,22,8,30,"[22.0,8.0]","[7.38378378378378,-6.118918918918922]","[-9.534133080322263,1.030406768551579]",-9.534133080322263,1.030406768551579
292,2021-03-29 9h,27,1,30,"[27.0,1.0]","[12.38378378378378,-13.118918918918922]","[-18.038711693461806,-0.26270676587971664]",-18.038711693461806,-0.26270676587971664
293,2021-03-27 6h,14,14,30,"[14.0,14.0]","[-0.6162162162162197,-0.11891891891892215]","[0.3441966247136353,-0.5247788276411508]",0.3441966247136353,-0.5247788276411508
294,2021-03-31 7h,7,22,30,"[7.0,22.0]","[-7.61621621621622,7.881081081081078]","[10.95980034911337,0.031060687426308853]",10.95980034911337,0.031060687426308853
295,2021-03-01 2h,6,17,30,"[6.0,17.0]","[-8.61621621621622,2.881081081081078]","[8.071182439756816,-4.170830145727805]",8.071182439756816,-4.170830145727805
296,2021-03-14 21h,14,14,30,"[14.0,14.0]","[-0.6162162162162197,-0.11891891891892215]","[0.3441966247136353,-0.5247788276411508]",0.3441966247136353,-0.5247788276411508
297,2021-03-16 3h,5,23,30,"[5.0,23.0]","[-9.61621621621622,8.881081081081078]","[13.070825460373559,-0.7062133319375281]",13.070825460373559,-0.7062133319375281
298,2021-03-17 8h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
299,2021-03-19 13h,18,12,30,"[18.0,12.0]","[3.3837837837837803,-2.118918918918922]","[-3.877853597806741,0.9497692110865219]",-3.877853597806741,0.9497692110865219
300,2021-03-30 20h,22,8,30,"[22.0,8.0]","[7.38378378378378,-6.118918918918922]","[-9.534133080322263,1.030406768551579]",-9.534133080322263,1.030406768551579
301,2021-03-14 3h,14,16,30,"[14.0,16.0]","[-0.6162162162162197,1.8810810810810779]","[1.77842588470878,0.8691316536214655]",1.77842588470878,0.8691316536214655
302,2021-03-18 5h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
303,2021-03-22 13h,22,6,30,"[22.0,6.0]","[7.38378378378378,-8.118918918918922]","[-10.968362340317407,-0.36350371271103743]",-10.968362340317407,-0.36350371271103743
304,2021-03-26 0h,13,15,30,"[13.0,15.0]","[-1.6162162162162197,0.8810810810810779]","[1.7582664953425156,-0.544938217007415]",1.7582664953425156,-0.544938217007415
305,2021-03-31 16h,18,11,30,"[18.0,11.0]","[3.3837837837837803,-3.118918918918922]","[-4.594968227804314,0.2528139704552137]",-4.594968227804314,0.2528139704552137
306,2021-03-06 4h,6,22,30,"[6.0,22.0]","[-8.61621621621622,7.881081081081078]","[11.656755589744678,-0.686053942571264]",11.656755589744678,-0.686053942571264
307,2021-03-07 8h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
308,2021-03-30 18h,18,11,30,"[18.0,11.0]","[3.3837837837837803,-3.118918918918922]","[-4.594968227804314,0.2528139704552137]",-4.594968227804314,0.2528139704552137
309,2021-03-07 2h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
310,2021-03-10 15h,17,12,30,"[17.0,12.0]","[2.3837837837837803,-2.118918918918922]","[-3.1808983571754332,0.23265458108894976]",-3.1808983571754332,0.23265458108894976
311,2021-03-13 1h,4,25,30,"[4.0,25.0]","[-10.61621621621622,10.881081081081078]","[15.20200996100001,-0.02941748067248451]",15.20200996100001,-0.02941748067248451
312,2021-03-22 20h,15,13,30,"[15.0,13.0]","[0.3837837837837803,-1.1189189189189221]","[-1.0698732459152451,-0.5046194382748866]",-1.0698732459152451,-0.5046194382748866
313,2021-03-29 18h,26,2,30,"[26.0,2.0]","[11.38378378378378,-12.118918918918922]","[-16.624641822832928,-0.2828661552459799]",-16.624641822832928,-0.2828661552459799
314,2021-03-14 8h,15,15,30,"[15.0,15.0]","[0.3837837837837803,0.8810810810810779]","[0.36435601407989965,0.8892910429877298]",0.36435601407989965,0.8892910429877298
315,2021-03-21 17h,28,0,30,"[28.0,0.0]","[13.38378378378378,-14.118918918918922]","[-19.45278156409069,-0.24254737651345337]",-19.45278156409069,-0.24254737651345337
316,2021-03-29 13h,28,0,30,"[28.0,0.0]","[13.38378378378378,-14.118918918918922]","[-19.45278156409069,-0.24254737651345337]",-19.45278156409069,-0.24254737651345337
317,2021-03-07 14h,21,9,30,"[21.0,9.0]","[6.38378378378378,-5.118918918918922]","[-8.120063209693383,1.0102473791853148]",-8.120063209693383,1.0102473791853148
318,2021-03-09 5h,22,8,30,"[22.0,8.0]","[7.38378378378378,-6.118918918918922]","[-9.534133080322263,1.030406768551579]",-9.534133080322263,1.030406768551579
319,2021-03-29 21h,21,8,30,"[21.0,8.0]","[6.38378378378378,-6.118918918918922]","[-8.837177839690955,0.31329213855400706]",-8.837177839690955,0.31329213855400706
320,2021-03-02 8h,16,12,30,"[16.0,12.0]","[1.3837837837837803,-2.118918918918922]","[-2.4839431165441255,-0.4844600489086226]",-2.4839431165441255,-0.4844600489086226
321,2021-03-16 6h,6,22,30,"[6.0,22.0]","[-8.61621621621622,7.881081081081078]","[11.656755589744678,-0.686053942571264]",11.656755589744678,-0.686053942571264
322,2021-03-20 16h,23,6,30,"[23.0,6.0]","[8.38378378378378,-8.118918918918922]","[-11.665317580948715,0.3536109172865354]",-11.665317580948715,0.3536109172865354
323,2021-03-22 5h,23,5,30,"[23.0,5.0]","[8.38378378378378,-9.118918918918922]","[-12.382432210946288,-0.3433443233447733]",-12.382432210946288,-0.3433443233447733
324,2021-03-29 6h,21,6,30,"[21.0,6.0]","[6.38378378378378,-8.118918918918922]","[-10.2714070996861,-1.0806183427086093]",-10.2714070996861,-1.0806183427086093
325,2021-03-09 1h,20,7,30,"[20.0,7.0]","[5.38378378378378,-7.118918918918922]","[-8.857337229057219,-1.1007777320748744]",-8.857337229057219,-1.1007777320748744
326,2021-03-13 10h,3,26,30,"[3.0,26.0]","[-11.61621621621622,11.881081081081078]","[16.61607983162889,-0.049576870038748666]",16.61607983162889,-0.049576870038748666
327,2021-03-25 5h,10,20,30,"[10.0,20.0]","[-4.61621621621622,5.881081081081078]","[7.434705367224302,0.7884940961564091]",7.434705367224302,0.7884940961564091
328,2021-03-01 14h,10,12,30,"[10.0,12.0]","[-4.61621621621622,-2.118918918918922]","[1.6977883272437226,-4.7871478288940565]",1.6977883272437226,-4.7871478288940565
329,2021-03-11 22h,8,22,30,"[8.0,22.0]","[-6.61621621621622,7.881081081081078]","[10.262845108482061,0.7481753174238808]",10.262845108482061,0.7481753174238808
330,2021-03-13 5h,4,25,30,"[4.0,25.0]","[-10.61621621621622,10.881081081081078]","[15.20200996100001,-0.02941748067248451]",15.20200996100001,-0.02941748067248451
331,2021-03-14 14h,16,12,30,"[16.0,12.0]","[1.3837837837837803,-2.118918918918922]","[-2.4839431165441255,-0.4844600489086226]",-2.4839431165441255,-0.4844600489086226
332,2021-03-21 15h,24,5,30,"[24.0,5.0]","[9.38378378378378,-9.118918918918922]","[-13.079387451577595,0.37377030665279865]",-13.079387451577595,0.37377030665279865
333,2021-03-30 12h,20,9,30,"[20.0,9.0]","[5.38378378378378,-5.118918918918922]","[-7.423107969062074,0.293132749187742]",-7.423107969062074,0.293132749187742
334,2021-03-05 16h,13,15,30,"[13.0,15.0]","[-1.6162162162162197,0.8810810810810779]","[1.7582664953425156,-0.544938217007415]",1.7582664953425156,-0.544938217007415
335,2021-03-19 6h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
336,2021-03-24 6h,18,12,30,"[18.0,12.0]","[3.3837837837837803,-2.118918918918922]","[-3.877853597806741,0.9497692110865219]",-3.877853597806741,0.9497692110865219
337,2021-03-06 15h,17,12,30,"[17.0,12.0]","[2.3837837837837803,-2.118918918918922]","[-3.1808983571754332,0.23265458108894976]",-3.1808983571754332,0.23265458108894976
338,2021-03-14 6h,14,16,30,"[14.0,16.0]","[-0.6162162162162197,1.8810810810810779]","[1.77842588470878,0.8691316536214655]",1.77842588470878,0.8691316536214655
339,2021-03-28 19h,23,4,30,"[23.0,4.0]","[8.38378378378378,-10.118918918918922]","[-13.099546840943859,-1.040299563976081]",-13.099546840943859,-1.040299563976081
340,2021-03-30 22h,18,10,30,"[18.0,10.0]","[3.3837837837837803,-4.118918918918922]","[-5.312082857801886,-0.4441412701760945]",-5.312082857801886,-0.4441412701760945
341,2021-03-06 3h,6,22,30,"[6.0,22.0]","[-8.61621621621622,7.881081081081078]","[11.656755589744678,-0.686053942571264]",11.656755589744678,-0.686053942571264
342,2021-03-11 14h,12,18,30,"[12.0,18.0]","[-2.6162162162162197,3.881081081081078]","[4.606565625966541,0.8288128748889372]",4.606565625966541,0.8288128748889372
343,2021-03-12 3h,3,26,30,"[3.0,26.0]","[-11.61621621621622,11.881081081081078]","[16.61607983162889,-0.049576870038748666]",16.61607983162889,-0.049576870038748666
344,2021-03-12 9h,7,23,30,"[7.0,23.0]","[-7.61621621621622,8.881081081081078]","[11.676914979110943,0.7280159280576166]",11.676914979110943,0.7280159280576166
345,2021-03-08 19h,27,1,30,"[27.0,1.0]","[12.38378378378378,-13.118918918918922]","[-18.038711693461806,-0.26270676587971664]",-18.038711693461806,-0.26270676587971664
346,2021-03-28 21h,24,3,30,"[24.0,3.0]","[9.38378378378378,-11.118918918918922]","[-14.513616711572741,-1.0201401746098178]",-14.513616711572741,-1.0201401746098178
347,2021-03-02 16h,15,14,30,"[15.0,14.0]","[0.3837837837837803,-0.11891891891892215]","[-0.35275861591767266,0.19233580235642153]",-0.35275861591767266,0.19233580235642153
348,2021-03-10 3h,17,12,30,"[17.0,12.0]","[2.3837837837837803,-2.118918918918922]","[-3.1808983571754332,0.23265458108894976]",-3.1808983571754332,0.23265458108894976
349,2021-03-15 13h,20,9,30,"[20.0,9.0]","[5.38378378378378,-5.118918918918922]","[-7.423107969062074,0.293132749187742]",-7.423107969062074,0.293132749187742
350,2021-03-23 9h,15,12,30,"[15.0,12.0]","[0.3837837837837803,-2.118918918918922]","[-1.7869878759128175,-1.201574678906195]",-1.7869878759128175,-1.201574678906195
351,2021-03-22 17h,17,10,30,"[17.0,10.0]","[2.3837837837837803,-4.118918918918922]","[-4.615127617170578,-1.1612559001736666]",-4.615127617170578,-1.1612559001736666
352,2021-03-01 10h,12,8,30,"[12.0,8.0]","[-2.6162162162162197,-6.118918918918922]","[-2.564580674009183,-6.140739531424145]",-2.564580674009183,-6.140739531424145
353,2021-03-07 6h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
354,2021-03-12 21h,15,13,30,"[15.0,13.0]","[0.3837837837837803,-1.1189189189189221]","[-1.0698732459152451,-0.5046194382748866]",-1.0698732459152451,-0.5046194382748866
355,2021-03-16 20h,6,24,30,"[6.0,24.0]","[-8.61621621621622,9.881081081081078]","[13.090984849739822,0.7078565386913525]",13.090984849739822,0.7078565386913525
356,2021-03-18 22h,8,21,30,"[8.0,21.0]","[-6.61621621621622,6.881081081081078]","[9.54573047848449,0.05122007679257212]",9.54573047848449,0.05122007679257212
357,2021-03-04 9h,13,17,30,"[13.0,17.0]","[-1.6162162162162197,2.881081081081078]","[3.1924957553376605,0.8489722642552013]",3.1924957553376605,0.8489722642552013
358,2021-03-05 13h,15,15,30,"[15.0,15.0]","[0.3837837837837803,0.8810810810810779]","[0.36435601407989965,0.8892910429877298]",0.36435601407989965,0.8892910429877298
359,2021-03-31 6h,6,23,30,"[6.0,23.0]","[-8.61621621621622,8.881081081081078]","[12.373870219742251,0.010901298060043807]",12.373870219742251,0.010901298060043807
360,2021-03-31 23h,15,15,30,"[15.0,15.0]","[0.3837837837837803,0.8810810810810779]","[0.36435601407989965,0.8892910429877298]",0.36435601407989965,0.8892910429877298
361,2021-03-06 0h,7,21,30,"[7.0,21.0]","[-7.61621621621622,6.881081081081078]","[10.242685719115798,-0.6658945532049998]",10.242685719115798,-0.6658945532049998
362,2021-03-17 18h,7,22,30,"[7.0,22.0]","[-7.61621621621622,7.881081081081078]","[10.95980034911337,0.031060687426308853]",10.95980034911337,0.031060687426308853
363,2021-03-22 10h,24,4,30,"[24.0,4.0]","[9.38378378378378,-10.118918918918922]","[-13.796502081575168,-0.3231849339785091]",-13.796502081575168,-0.3231849339785091
364,2021-03-23 19h,24,6,30,"[24.0,6.0]","[9.38378378378378,-8.118918918918922]","[-12.362272821580024,1.0707255472841073]",-12.362272821580024,1.0707255472841073
365,2021-03-30 17h,18,12,30,"[18.0,12.0]","[3.3837837837837803,-2.118918918918922]","[-3.877853597806741,0.9497692110865219]",-3.877853597806741,0.9497692110865219
366,2021-03-31 11h,15,15,30,"[15.0,15.0]","[0.3837837837837803,0.8810810810810779]","[0.36435601407989965,0.8892910429877298]",0.36435601407989965,0.8892910429877298
367,2021-03-14 12h,15,14,30,"[15.0,14.0]","[0.3837837837837803,-0.11891891891892215]","[-0.35275861591767266,0.19233580235642153]",-0.35275861591767266,0.19233580235642153
368,2021-03-21 13h,29,0,30,"[29.0,0.0]","[14.38378378378378,-14.118918918918922]","[-20.149736804721996,0.47456725348411943]",-20.149736804721996,0.47456725348411943
369,2021-03-01 1h,6,17,30,"[6.0,17.0]","[-8.61621621621622,2.881081081081078]","[8.071182439756816,-4.170830145727805]",8.071182439756816,-4.170830145727805
370,2021-03-01 5h,8,15,30,"[8.0,15.0]","[-6.61621621621622,0.8810810810810779]","[5.243042698499055,-4.130511366995277]",5.243042698499055,-4.130511366995277
371,2021-03-02 18h,15,14,30,"[15.0,14.0]","[0.3837837837837803,-0.11891891891892215]","[-0.35275861591767266,0.19233580235642153]",-0.35275861591767266,0.19233580235642153
372,2021-03-03 13h,16,14,30,"[16.0,14.0]","[1.3837837837837803,-0.11891891891892215]","[-1.0497138565489805,0.9094504323539939]",-1.0497138565489805,0.9094504323539939
373,2021-03-11 8h,7,21,30,"[7.0,21.0]","[-7.61621621621622,6.881081081081078]","[10.242685719115798,-0.6658945532049998]",10.242685719115798,-0.6658945532049998
374,2021-03-16 15h,11,18,30,"[11.0,18.0]","[-3.6162162162162197,3.881081081081078]","[5.303520866597848,0.1116982448913646]",5.303520866597848,0.1116982448913646
375,2021-03-22 4h,23,5,30,"[23.0,5.0]","[8.38378378378378,-9.118918918918922]","[-12.382432210946288,-0.3433443233447733]",-12.382432210946288,-0.3433443233447733
376,2021-03-05 1h,11,19,30,"[11.0,19.0]","[-3.6162162162162197,4.881081081081078]","[6.020635496595421,0.8086534855226728]",6.020635496595421,0.8086534855226728
377,2021-03-07 12h,14,16,30,"[14.0,16.0]","[-0.6162162162162197,1.8810810810810779]","[1.77842588470878,0.8691316536214655]",1.77842588470878,0.8691316536214655
378,2021-03-15 21h,8,20,30,"[8.0,20.0]","[-6.61621621621622,5.881081081081078]","[8.828615848486917,-0.6457351638387356]",8.828615848486917,-0.6457351638387356
379,2021-03-19 7h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
380,2021-03-02 22h,5,22,30,"[5.0,22.0]","[-9.61621621621622,7.881081081081078]","[12.353710830375986,-1.4031685725688359]",12.353710830375986,-1.4031685725688359
381,2021-03-08 21h,20,7,30,"[20.0,7.0]","[5.38378378378378,-7.118918918918922]","[-8.857337229057219,-1.1007777320748744]",-8.857337229057219,-1.1007777320748744
382,2021-03-22 16h,16,11,30,"[16.0,11.0]","[1.3837837837837803,-3.118918918918922]","[-3.2010577465416974,-1.1814152895399308]",-3.2010577465416974,-1.1814152895399308
383,2021-03-23 16h,19,8,30,"[19.0,8.0]","[4.38378378378378,-6.118918918918922]","[-7.443267358428338,-1.120937121441138]",-7.443267358428338,-1.120937121441138
384,2021-03-02 10h,18,11,30,"[18.0,11.0]","[3.3837837837837803,-3.118918918918922]","[-4.594968227804314,0.2528139704552137]",-4.594968227804314,0.2528139704552137
385,2021-03-02 19h,10,18,30,"[10.0,18.0]","[-4.61621621621622,3.881081081081078]","[6.000476107229157,-0.6054163851062078]",6.000476107229157,-0.6054163851062078
386,2021-03-11 15h,13,17,30,"[13.0,17.0]","[-1.6162162162162197,2.881081081081078]","[3.1924957553376605,0.8489722642552013]",3.1924957553376605,0.8489722642552013
387,2021-03-13 3h,4,25,30,"[4.0,25.0]","[-10.61621621621622,10.881081081081078]","[15.20200996100001,-0.02941748067248451]",15.20200996100001,-0.02941748067248451
388,2021-03-29 17h,28,0,30,"[28.0,0.0]","[13.38378378378378,-14.118918918918922]","[-19.45278156409069,-0.24254737651345337]",-19.45278156409069,-0.24254737651345337
389,2021-03-29 19h,28,0,30,"[28.0,0.0]","[13.38378378378378,-14.118918918918922]","[-19.45278156409069,-0.24254737651345337]",-19.45278156409069,-0.24254737651345337
390,2021-03-05 18h,14,14,30,"[14.0,14.0]","[-0.6162162162162197,-0.11891891891892215]","[0.3441966247136353,-0.5247788276411508]",0.3441966247136353,-0.5247788276411508
391,2021-03-08 8h,16,12,30,"[16.0,12.0]","[1.3837837837837803,-2.118918918918922]","[-2.4839431165441255,-0.4844600489086226]",-2.4839431165441255,-0.4844600489086226
392,2021-03-18 12h,15,15,30,"[15.0,15.0]","[0.3837837837837803,0.8810810810810779]","[0.36435601407989965,0.8892910429877298]",0.36435601407989965,0.8892910429877298
393,2021-03-02 21h,7,21,30,"[7.0,21.0]","[-7.61621621621622,6.881081081081078]","[10.242685719115798,-0.6658945532049998]",10.242685719115798,-0.6658945532049998
394,2021-03-11 0h,5,25,30,"[5.0,25.0]","[-9.61621621621622,10.881081081081078]","[14.505054720368703,0.6876971493250883]",14.505054720368703,0.6876971493250883
